REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;Data_Descredenciamento;Motivo_do_Descredenciamento
"337625";"01410841000130";"MASSA FALIDA DE SISTEMA MEDICO DA SAUDE S/A";"SIMSAÚDE";"Medicina de Grupo";"RUA PEREIRA FILGUEIRAS";"1931";"SALAS 203 E 204";"MEIRELES";"Fortaleza";"CE";"60160150";"85";"08";"32249444";"sampce@fortalnet.com.br";"IRANILDA MOREIRA LEMOS";"REPRESENTANTE LEGAL";5;"1998-12-22";"2010-03-10";"Liquidação Extrajudicial"
"411027";"03591826000160";"MASSA FALIDA DE SOCIMED - PLANO DE ASSISTÊNCIA MÉDICA LTDA.";"SOCIMED - PLANO DE ASSISTENCIA MEDICA LTDA";"Medicina de Grupo";"AV TREZE DE MAIO";"33";"901/908";"CENTRO";"Rio de Janeiro";"RJ";"20031000";"021";"25173067";"25327816";"socimed@socimedsaude.com.br";"CEZAR DUARTE DOS SANTOS";"DIRETOR PRESIDENTE";6;"2000-02-04";"2007-07-20";"Liquidação Extrajudicial"
"410926";"03550445000133";"MASSA FALIDA DE SOSAUDE ASSISTÊNCIA MÉDICO HOSPITALAR LTDA";"SÓ SAÚDE ASSISTÊNCIA MÉDICO HOSPITALAR LTDA";"Medicina de Grupo";"RUA JOSÉ MARQUES DOS REIS";"1055";"SALA 06";"MELO VIANA";"Esmeraldas";"MG";"35740000";"31";"30788000";"30788008";"sosaude@sosaude.com.br";"KLEBER JUAREZ MACHADO FURBINO";"SÓCIO - ADMINISTRADOR";4;"2000-03-24";"2015-07-20";"Liquidação Extrajudicial"
"402435";"01549701000147";"MASSA FALIDA DE STARMED ASSISTÊNCIA MÉDICA LTDA.";"ARRECIFES";"Medicina de Grupo";"AV. GUARARAPES,";"111";"SALA 702 - ED. SULACAP";"SANTO ANTÔNIO";"Recife";"PE";"50010918";"81";"21028121";"32217080";"dental@jpa.zaz.com.br";"RUTH ALVES CODECEIRA";"SÓCIA-GERENTE";;"1999-03-22";"2007-05-21";"Liquidação Extrajudicial"
"364355";"02326276000190";"MASSA FALIDA DE SUPERMED ASSISTENCIA MÉDICA S/C LTDA. ";"SUPRAMED";"Medicina de Grupo";"AV. AMAZONAS";"641";;"CENTRO";"Belo Horizonte";"MG";"30180908";"31";"2727990";"2727977";;"MARCELO FERREIRA BRITO BUZELIN";"SUPERINTENDENTE";;"1998-12-22";"2003-07-22";"Liquidação Extrajudicial"
"310166";"02185702000112";"MASSA FALIDA DE SÃO LUCAS MED-VIDA ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA";"MED-VIDA";"Medicina de Grupo";"CALÇADA DOS GERÂNIOS";"98";"1º ANDAR";"CENTRO COMERCIAL";"Barueri";"SP";"06453000";"11";"55491942";"55491942";"medvidasaude@yahoo.com.br";"CARLOS EUSTAQUIO DE SOUZA";"SÓCIO ADMINISTRADOR";4;"1999-01-07";"2008-04-09";"Liquidação Extrajudicial"
"411302";"02780563000175";"MASSA FALIDA DE UNIAO ASSISTENCIA MEDICA LTDA";"UNIVIDA SAUDE";"Medicina de Grupo";"AVENIDA JOAO DE BARROS";"29";;"BOA VISTA";"Recife";"PE";"50050180";"81";"21028147";"21028147";"unividasaude@hotmail.com";"PAULO JOSE RODRIGUES DE LIMA";"SOCIO GERENTE";5;"2000-05-10";"2011-11-08";"Liquidação Extrajudicial"
"413402";"00126507000196";"MASSA FALIDA DE UNILIFE SAÚDE LTDA.";"UNILIFE SAÚDE";"Medicina de Grupo";"AV. BERNARDO VIEIRA DE MELO";"3134";"loja 01 - Caixa Postal 8307";"PIEDADE";"Jaboatão dos Guararapes";"PE";"54410010";"81";"31267575";"32219589";"unilife@unilifesaude.com.br";"ANA PAULA CRUZ SALLES";"LIQUIDANTE EXTRAJUDICIAL";6;"2001-04-03";"2017-06-27";"Liquidação Extrajudicial"
"327263";"40869042000188";"MASSA FALIDA DE UNIMED GUARARAPES COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED GUARARAPES";"Cooperativa Médica";"RUA FELÍCIO BARROS DE MEDEIROS CORREIA";"3990";"CASA";"PIEDADE";"Jaboatão dos Guararapes";"PE";"54420030";"81";"34748300";"34748300";"uniguara@elogica.com.br";"ADERSON SÉRGIO DE ALENCAR CARVALHO";"DIRETOR PRESIDENTE";5;"1998-12-24";"2014-03-17";"Liquidação Extrajudicial"
"413917";"03714262000106";"MASSA FALIDA DE UNISAÚD ADM.DE SERVIÇOS E PLANOS E ASSISTÊNCIA A SAÚDE LTDA ";"UNISAÚD BRASIL ASSISTENCIA MEDICO HOSPITALAR";"Medicina de Grupo";"SCLRN - QUADRA 703";"63";"BLOCO G";"BRASILIA";"Brasília";"DF";"70730617";"61";"33264131";"33275027";"unisaud@uol.com.br";"LAERCIO CARLOS RODRIGUES";"SOCIO/GERENTE";3;"2001-06-13";"2008-04-18";"Liquidação Extrajudicial"
"352616";"00597274000100";"MASSA FALIDA DE UNIVERSO ASSISTENCIA MEDICA S/C LTDA ";"UNIVERSO ASSISTENCIA MÉDICA S/C LTDA";"Medicina de Grupo";"PRAÇA RUI BARBOSA";"150";"SALA 111";"SANTA TEREZINHA";"Santo André";"SP";"09210620";"11";"49968000";"49968054";"diretoria@universosaude.com";"RICARDO DE CARVALHO SANTOS";"DIRETOR ADMINISTRATIVO-FINANCE";4;"1998-12-30";"2008-03-07";"Liquidação Extrajudicial"
"413780";"04284478000141";"MASSA FALIDA DE UNIÃO HOSPITALAR OPERADORA DE PLANOS DE SAÚDE LTDA";"UH SAÚDE";"Medicina de Grupo";"AV. GRAÇA ARANHA";"416";"814/ 8° ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20030001";"21";"21238700";"21238711";"ans@uhsaude.com.br";"JOÃO LUIZ DE SOUZA";"REPRESENTANTE LEGAL";4;"2001-06-01";"2015-08-31";"Liquidação Extrajudicial"
"314609";"02912196000116";"MASSA FALIDA DE UNIÃO SAÚDE LTDA.";"UNIAO SAUDE";"Medicina de Grupo";"RUA CORONEL PROCÓPIO GOMES DE OLIVEIRA ";"430";"SALA COMERCIAL nº 06";"CENTRO";"Jaraguá do Sul";"SC";"89251200";"47";"32747700";;"uniaosaude@uniaosaude.com.br";"HANS DIETER DIDJURGEIT";"DIRETOR ADMINISTRATIVO";5;"1998-12-30";"2020-03-03";"Liquidação Extrajudicial"
"416487";"02909359000101";"MASSA FALIDA DE UP ASSISTÊNCIA ODONTOLÓGICA S.A.";;"Odontologia de Grupo";"AVENIDA ANGÉLICA";"2565";"14º ANDAR";"CONSOLAÇÃO";"São Paulo";"SP";"01227200";"11";"32172010";"32172010";"ouvidoria@upodonto.com.br";"SAMUEL JAEGER";"REPRESENTANTE LEGAL";4;"2007-12-17";"2017-03-27";"Liquidação Extrajudicial"
"318221";"68694983000147";"MASSA FALIDA DE V. F. S. TANNUS ASSISTÊNCIA MÉDICA ";"AMED";"Medicina de Grupo";"RUA BONFINO CARDOSO DE MELO";"50";;"BELVEDERE";"Bom Jesus do Itabapoana";"RJ";"28360000";"22";"38311359";"38311359";"amed@point.com.br";"PEDRO MANHÃES FILHO";"MÉDICO AUDITOR";5;"1998-12-29";"2010-09-15";"Liquidação Extrajudicial"
"401773";"67163451000110";"MASSA FALIDA DE VECTRA ASSISTENCIA MEDICA E ODONTOLÓGICA LTDA.";"VECTRA ASSISTÊNCIA MEDICA E ODONTOLÓGICA LTDA.";"Medicina de Grupo";"RUA LUIZ CAMILO DE CAMARGO";"1869";;"JD SANTANA";"Hortolândia";"SP";"13184420";"01";"938332436";"938332436";"vectra.medica@bol.com.br";"MARISTELA THOMAZ DE AQUINO";"SOCIA";5;"1999-03-11";"2010-05-26";"Liquidação Extrajudicial"
"306932";"00761762000100";"MASSA FALIDA DE VIDA E SAÚDE ASSISTÊNCIA MÉDICA LTDA.";"VIDA E SAÚDE ASSISTÊNCIA MÉDICA LTDA.";"Medicina de Grupo";"AV CARLOS LINDEMBERG";"345";;"GLORIA";"Vila Velha";"ES";"29122355";"27";"33291138";"33994266";"vidaesaude@vidaesaude.com.br";"VICENTE ALVES COSTA";"SÓCIO-ADMINISTRADOR";5;"1998-12-22";"2007-09-03";"Liquidação Extrajudicial"
"406210";"02838972000185";"MASSA FALIDA DE VIDA EMPRESARIAL OPERADORA DE PLANOS DE SAUDE LTDA";"ALCANCE SAÚDE";"Medicina de Grupo";"RUA PAULINO DE SIQUEIRA CORTES";"2198";;"CENTRO";"São José dos Pinhais";"PR";"83005030";"41";"33831519";"33831519";"ledasalem@brturbo.com.br";"SILVIO ANTONIO DE AZEVEDO PEREIRA";"SÓCIO-ADMINISTRADOR";6;"1999-07-08";"2019-03-11";"Liquidação Extrajudicial"
"404047";"41009812000185";"MASSA FALIDA DE VIP SAUDE LTDA.";"AMÉRICA SAUDE";"Medicina de Grupo";"AVENIDA CONDE DA BOA VISTA";"1295";"LOJAS 01 E 09";"SOLEDADE";"Recife";"PE";"50060003";"81";"35231119";"35233310";"america.ans@americasaudepe.com.br";"ROBSON RODOLFO SANTOS DO NASCIMENTO";"REPRESENTANTE";6;"1999-05-03";"2013-04-29";"Liquidação Extrajudicial"
"316296";"00684507000101";"MASSA FALIDA DE VITA SAÚDE ADMINISTRAÇÃO HOSPITALAR E SISTEMAS DE SAÚDE LTDA";"CASA DE SAÚDE SÃO SEBASTIÃO";"Medicina de Grupo";"RUA ALMIRANTE TRAMANDARÉ";"268";;"PRAIA DO SUA";"Vitória";"ES";"29050210";"27";"21041552";"21041552";"planodesaude@vitasaude.com.br";"ANTONIO VIEIRA DE MELLO FILHO";"DIRETOR";5;"1998-12-22";"2012-09-26";"Liquidação Extrajudicial"
"413488";"73304131000136";"MASSA FALIDA DE VITAE SERVIÇOS ASSISTENCIAIS LTDA";"VITAE";"Medicina de Grupo";"RUA ULHOA CINTRA";"95";"LJ 02";"SANTA EFIGÊNIA";"Belo Horizonte";"MG";"30150230";"31";"32417040";"32417041";"vitae@vitaebr.com.br";"FÁBIO DE OLIVEIRA LAGE";"DIRETOR";6;"2001-04-09";"2015-08-18";"Liquidação Extrajudicial"
"331309";"86960929000188";"MASSA FALIDA DE VITAMED - ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA.";"PLANO PAIS";"Medicina de Grupo";"RUA FLORIANO PEIXOTO";"15";"LOJA 02";"CENTRO";"Perdões";"MG";"37260000";"35";"38223851";"38219444";;"PAULO HENRIQUE FERNANDES CELANI";"ADMINISTRADOR";6;"1998-12-29";"2012-07-11";"Liquidação Extrajudicial"
"412791";"04171205000190";"MASSA FALIDA DE VIVA PLANOS DE SAÚDE LTDA";;"Medicina de Grupo";"AV. PRESIDENTE GETÚLIO VARGAS";"1038";"LJ. 02 CX POSTAL 05";"NOVO";"Olinda";"PE";"53030010";"81";"39742211";"39742244";"ans.informacoes@vivaplanosdesaude.com.br";"ALVES E MELO ADVOGADOS";"ADMINISTRADOR JUDICIAL";6;"2000-12-20";"2016-07-04";"Liquidação Extrajudicial"
"417254";"11182842000128";"MASSA FALIDA DE VIVERMAIS ASSISTÊNCIA MÉDICA LTDA.";"VIVERMAIS";"Medicina de Grupo";"RUA TRAÍRI";"773";;"PETRÓPOLIS";"Natal";"RN";"59014150";"84";"32028181";;"VIVERMAIS@VIVERMAISAM.COM.BR";"MARCOS ANTÔNIO SOARES";"ADMINISTRADOR";5;"2010-04-29";"2013-06-10";"Liquidação Extrajudicial"
"358126";"01778871000101";"MASSA FALIDA DE ÔMEGA  SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA";"ÔMEGA SAÚDE";"Medicina de Grupo";"RUA JOSÉ MARIA FIGUEIREDO";"261";"SALA 12";"VILA FIGUEIREDO";"Rio Grande da Serra";"SP";"09450000";"11";"44353000";"44353000";"juridico@omegasaude.com.br";"CARLOS ALBERTO MARCILIO";"SÓCIO DIRETOR";5;"1998-12-18";"2015-08-31";"Liquidação Extrajudicial"
"351113";"28124782000190";"MASSA FALIDA DENT-SERVICE ASSISTENCIA ODONTOLOGICA INTERNACIONAL LTDA";"DENTAL LIFE";"Odontologia de Grupo";"AVENIDA RIO BRANCO";"147";"GR 2201 COB 03";"CENTRO";"Rio de Janeiro";"RJ";"20040006";"21";"35090300";"22325670";"juridico@dentservice.com.br";"JOAO NIVIO GERMANO DOS SANTOS";"DIRETOR PRESIDENTE";1;"1998-12-16";"2013-07-10";"Liquidação Extrajudicial"
"404713";"03178534000109";"MASSA FALIDA ITAPEMIRIM  SAÚDE LTDA.";"ITAPEMIRIM  SAÚDE LTDA.";"Medicina de Grupo";"RUA MAESTRO FELÍCIO TOLEDO,";"491";"206";"CENTRO";"Niterói";"RJ";"24030102";"21";"26205846";"26059393";"itapemirim@ig.com.br";"ROMULO CONTREIRAS SANTOS";"SOCIO GERENTE";3;"1999-06-08";"2007-01-04";"Liquidação Extrajudicial"
"360961";"03227640000127";"MASSA FALIDA LAM OPERADORA DE PLANOS DE SAUDE LTDA.";"LAM OPERADORA DE PLANOS DE SAÚDE LTDA.";"Medicina de Grupo";"RUA CLEMENTE CUNHA FERREIRA";"552";"CJ 13 - SALA 07";"V PERRACINI";"Poá";"SP";"08552330";"11";"36745400";"36745400";"lam@lamsaude.com.br";"ALBERTO ALVES JUNIOR";"DIRETOR FINANCEIRO";4;"1998-12-24";"2015-01-23";"Liquidação Extrajudicial"
"407780";"02758158000150";"MASSA FALIDA LIFE SAUDE MEDICA LTDA";"LIFE SAÚDE";"Medicina de Grupo";"RUA NORIVAL SILVEIRA DO AMARAL";"90";"PARTE";"CENTRO";"Rio Bonito";"RJ";"28800000";"21";"22069010";"22069000";"ans@lifesaude.com";"MARCIA ALVES FARIA";"SÓCIO GERENTE";6;"1999-08-31";"2011-08-26";"Liquidação Extrajudicial"
"412244";"03749638000118";"MASSA FALIDA MAYER SISTEMAS DE SAÚDE LTDA";"MAYER SAÚDE";"Medicina de Grupo";"ACACIO CAMPOS DOS SANTOS";"17";;"CENTRO";"Itaboraí";"RJ";"24800000";"21";"21019500";"21019515";"boaz@saude1.com.br";"BOAZ RAMOS DE AVELLAR JUNIOR";"SOCIO ADMINISTRADOR";4;"2000-09-14";"2012-10-08";"Liquidação Extrajudicial"
"376604";"00643479000184";"MASSA FALIDA OPEN SAÚDE LTDA";"OPEN SAUDE";"Medicina de Grupo";"RUA ALCINDO GUANABARA";"85";;"CENTRO";"Magé";"RJ";"25900000";"21";"34276150";"24113795";"opensaude@hotmail.com";"ANTONIO CARLOS BARBOSA";"SOCIO GERENTE";4;"1998-12-30";"2012-12-18";"Liquidação Extrajudicial"
"416029";"08088172000170";"MASSA FALIDA PLANLIFE - ASSISTÊNCIA MÉDICA LIMITADA";"PLANLIFE";"Medicina de Grupo";"RUA JOSE VERISSIMO";"34 ";;"MEIER";"Rio de Janeiro";"RJ";"20780020";;;;"diretoria@tudosaude.com";"SÉRGIO LUIZ CLEMENTINO DA SILVA";"DIRETOR";4;"2007-05-03";"2012-11-12";"Liquidação Extrajudicial"
"350559";"92766641000170";"MASSA FALIDA POLICLÍNICA CENTRAL LTDA.";"POLICLÍNICA CENTRAL";"Medicina de Grupo";"RUA SALDANHA MARINHO";"275";;"RIO BRANCO";"Novo Hamburgo";"RS";"93320060";"51";"32841000";"32841000";"gercon@policlinicacentral.com.br";"MOACIR MILTON ZADUCHLIVER";"SÓCIO";4;"1998-12-24";"2009-10-22";"Liquidação Extrajudicial"
"381161";"00719945000168";"MASSA FALIDA REAL SAUDE LTDA EPP";"REAL SAÚDE";"Medicina de Grupo";"RUA DA SOLEDADE";"215";;"SOLEDADE";"Recife";"PE";"50070040";"81";"21297777";"35210664";"realsaude@bol.com.br";"FLAVIO SOUTO MAIOR";"REPRESENTANTE";5;"1999-02-02";"2013-04-29";"Liquidação Extrajudicial"
"413089";"04193880000110";"MASSA FALIDA TENHA SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA ";"TENHA SAÚDE";"Medicina de Grupo";"RUA ALAÍDE";"49";;"MADUREIRA";"Rio de Janeiro";"RJ";"21310220";"021";"35014455";"35014470";"tenhasaude@ibest.com.br";"JANDERSON SOARES ESPINDOLA";"ADMINISTRADOR";4;"2001-02-08";"2013-04-15";"Liquidação Extrajudicial"
"336378";"02363740000118";"MASSA FALIDA UNIAO ADMINISTRADORA DE SAÚDE LTDA";"UNIÃO SAÚDE LTDA";"Medicina de Grupo";"SGAS QD. 910, BLOCO A - SALA 115, ";"CONJ. B ";"ED. MIX PARK SUL";"ASA SUL";"Brasília";"DF";"70390100";;;;"uniaosau@brhs.com.br";"DIRCE MARIA PAIXÃO";"DIRETORA";;"1998-12-24";"2005-09-19";"Liquidação Extrajudicial"
"403334";"01717086000130";"MASSA FALIDA VIVER SIS-SISTEMA INTEGRADO DE SAÚDE LTDA.";;"Medicina de Grupo";"RUA SALVATORI";"40";"SALAS  801/02/03/08";"CENTRO";"São Gonçalo";"RJ";"24421000";"21";"37158800";"37158809";"unisaude@yahoo.com.br";"EUGENIZE BEZERRA LIMA";"ADMINISTRADORA";5;"1999-04-08";"2013-04-15";"Liquidação Extrajudicial"
"406538";"02954861000134";"MASTER CLÍNICA  S/C LTDA.";"MASTER CLÍNICA";"Medicina de Grupo";"RUA PEDRO DRUSCZ";"646";;"CENTRO";"Araucária";"PR";"83702080";"41";"2774811";"2774811";"masterclinica@lol.com.br";"HUMBERTO TAVARES  DE MELLO";"SÓCIO GERENTE";;"1999-07-21";"2005-04-14";"Pedido de cancelamento"
"415201";"04879295000179";"MASTER ODONTO ASSISTENCIA ODONTOLOGICA LTDA.";"MASTER";"Odontologia de Grupo";"RUA BARÃO DO AMAZONAS";"630";;"CENTRO";"Ribeirão Preto";"SP";"14080270";"16";"36366262";"36366262";"masterodontorp@uol.com.br";"JOSE MANOEL DA SILVA";"DIRETOR";6;"2005-04-19";"2007-07-11";"Descumprimento da RN n.º 100/2005"
"370339";"02114321000142";"MASTER PLUS ASSISTENCIA ODONTOLOGICA LTDA.";"DENTAL PLANET";"Odontologia de Grupo";"RUA DOS ANDRADAS";"1234";;"CENTRO";"Porto Alegre";"RS";"90020001";"051";"32218800";"32218800";;"RENATO CARRARD CERBARO";"SOCIO-GERENTE";4;"1999-01-27";"2013-01-23";"Deliberação de Diretoria Colegiada"
"370967";"02765267000103";"MASTER SAUDE ASSISTENCIA MÉDICA ODONTOLOGICA";"MASTER SAÚDE";"Medicina de Grupo";"RUA MIGUEL COUTO";"35";"SALA 707";"CENTRO";"Rio de Janeiro";"RJ";"20070030";"21";"2219930";"2219930";;"ADILSON GOMES CARVALHO";"SÓCIO-GERENTE";;"1998-12-18";"2008-01-17";"Descumprimento da RN n.º 100/2005"
"332615";"00669832000103";"MASTER SAÚDE ASSISTÊNCIA MÉDICA LTDA";"MASTER SAÚDE";"Medicina de Grupo";"RUA JORGE TIBIRIÇA";"758";;"CENTRO";"Santo Antônio de Posse";"SP";"13830000";"19";"37313000";"37313000";"mario@mastersaude.com.br,roberto.contabil@mastersaude.com.br";"MARIO LUIZ PANSANI";"SOCIO DIRETOR";5;"1998-12-17";"2010-09-20";"Pedido de cancelamento"
"414077";"04487764000104";"MASTERMED ADM. DE PLANOS DE SAÚDE LTDA";"MASTERMED";"Medicina de Grupo";"RUA ITATUBA";"201";"QDJ LT S 1602";"PQ BELA VISTA";"Salvador";"BA";"40279700";;;;"mastermedadm@terra.com.br";"CASSIO ANTONIO FERREIRA SANTANA";"DIRETOR";5;"2001-07-13";"2014-08-25";"Pedido de cancelamento"
"30248";"71561013000188";"MASTERMED CONVENIO MEDICO S/C LTDA.";"MASTERMED";"Medicina de Grupo";"RUA IMPERATRIZ LEOPOLDINA";"574";;"CERRADO";"Sorocaba";"SP";"18044010";"15";"2210239";"2210239";"master@cruzeironet.com.br";;;;"1999-01-08";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"352110";"50432863000106";"MATAO CLINICAS SA";"MATAO CLINICAS & AMHMA SAUDE LTDA.";"Medicina de Grupo";"RUA BRASILIA";"626";;"CENTRO";"Matão";"SP";"15990634";"55";"33823146";"33822109";"mataoclinicas@mataoclinicas.com.br";"CELSO GIMENES";"ADMINISTRADOR";6;"1998-12-16";"2007-12-17";"Descumprimento da RN n.º 100/2005"
"335801";"26265322000156";"MATERMED ASSISTÊNCIA MÉDICA - EIRELI";"MATERMED ASSISTÊNCIA MÉDICA";"Medicina de Grupo";"RUA PADRE ROLIM";"700";;"SÃO LUCAS";"Belo Horizonte";"MG";"30130090";"31";"32184777";"32743230";"anacristina@matermed.com.br";"JOSE LEAL DOMINGUES FILHO";"DIRETOR PRESIDENTE";4;"1998-12-16";"2016-11-09";"Deliberação de Diretoria Colegiada"
"414751";"46043980000100";"MATERNIDADE DE CAMPINAS";;"Medicina de Grupo";"AVENIDA OROZIMBO MAIA";"165";;"VILA ITAPURA";"Campinas";"SP";"13023910";"19";"37316000";"3736048";"DIRETORIA@MATERNIDADEDECAMPINAS.COM.BR";"CARLOS ALBERTO POLITANO";"PRESIDENTE";;"2003-12-31";"2007-12-10";"Descumprimento da RN n.º 100/2005"
"37440";"17272568000164";"MATERNIDADE OCTAVIANO NEVES S/A";;"Medicina de Grupo";"RUA CEARÁ";"186";;"SANTA EFIGÊNIA";"Belo Horizonte";"MG";"30150310";"31";"2361100";"2361211";;"AMENILDE BANDEIRA REIS";"X";;"1998-12-30";"1999-09-20";"Descumprimento da Circular SUSEP no. 77/1999"
"406724";"71562110000195";"MATTER DENS ADM. DE SERVIÇOS ODONTOLOGICOS S/C LTDA";"MATTER DENS";"Odontologia de Grupo";"RUA SANTA CLARA";" 204";;"CENTRO";"Sorocaba";"SP";"18030420";"15";"321232219";;"matter@matterdens.com.br";"EDMEA MARCHI";"SÓCIA GERENTE";;"1999-07-26";"2005-12-20";"Ausência de operação"
"352799";"58935131000140";"MAX MED ORGANIZAÇÕES DE MANUTENÇÃO DE SAUDE ASSOCIADAS S/A";"MAXMED";"Medicina de Grupo";"CALCADAS DAS VIOLETA ";"288";"SALA 8";"ALPHAVILLE";"Barueri";"SP";"06487150";"11";"41952414";"41958326";"maxmed@sti.com.br";"IERALDO RUBO";"DIRETOR";;"1998-12-22";"2002-01-24";"Pedido de cancelamento"
"323233";"02622829000151";"MAX ODONTO DE ITAJUBÁ LTDA";"MAX ODONTO";"Odontologia de Grupo";"AV. CORONEL CARNEIRO JUNIOR";"58";"SL 11 EDIFÍCIO PLAZA CENTER";"CENTRO";"Itajubá";"MG";"37500018";"35";"36235363";"36235363";"max-odonto@bol.com.br";"RICARDO DA FONSECA TAMES ZAMBRANA";"SOCIO GERENTE";6;"1998-12-31";"2006-10-18";"Pedido de cancelamento"
"414697";"05401529000130";"MAXI CARE ODONTOLOGIA EMPRESARIAL S.A.";;"Odontologia de Grupo";"ALAMEDA TOCANTINS";"525";"SALA 23";"ALPHAVILLE";"Barueri";"SP";"06455020";"11";"49492947";;"juridico.regulatorio@cnpseguradora.com.br";"FRANÇOIS DOMINIQUE PHILIPPE TRITZ";"DIRETOR PRESIDENTE";4;"2003-10-17";"2013-03-04";"Por incorporação"
"411493";"01708161000105";"MAXIMUS ASSISTENCIA A SAUDE S/C LTDA";"MAXIMUS SAUDE";"Medicina de Grupo";"RUA SENADOR SOUZA NAVES";"441";"SALA 82";"CENTRO";"Londrina";"PR";"86010170";"43";"33290001";"33262800";"info@maximusaude.com.br";"NILDE MARIA PIROLA ZAVATINI BRAGA";"GERENTE";1;"2000-06-14";"2007-08-10";"Descumprimento da RN n.º 100/2005"
"317021";"00736859000163";"MAXION COMPONENTES AUTOMOTIVOS S.A.";;"Autogestão";"RUA HAECKEL BEM HUR SALVADOR";"100";;"CINCO";"Contagem";"MG";"32010120";"31";"3995969";"3995087";"tecmisa@bhnet.com.br";;;;"1998-12-28";"2002-07-19";"Pedido de cancelamento"
"389137";"01930685000138";"MAXION NACAM LTDA";"MAXION LEMFORDER";"Autogestão";"LECY GOMES BARBOSA";"205";;"VALE DO JATOBÁ";"Belo Horizonte";"MG";"30660220";"31";"3876079";"3856115";;"CLEBER MOREIRA MACEDO";"CONTROLLER";;"1998-12-31";"2005-04-14";"Pedido de cancelamento"
"006050";"96722707000180";"MAXMED SEGURADORA S/A";;"Seguradora";"RUA VERGUEIRO";"7213";;"IPIRANGA";"São Paulo";"SP";"04273200";"11";"50611177";;;"PEDRO JORGE DE ALMEIDA ALBUQUERQUE";"DIRETOR PRESIDENTE";;"1998-12-16";"2002-03-22";"Adequação à Lei no. 10.185/2001"
"423769";"35490202000143";"MB PLANOS DE SAÚDE LTDA";"MB PLANOS";"Odontologia de Grupo";"RUA PROFESSOR PLINIO GARCEZ DE SENA";"7";"SETOR B - SALA 203";"MUSSURUNGA I";"Salvador";"BA";"41490340";"71";"33211386";;"financeiro@mbplanosodontologicos.com.br";"MANOEL DUTRA DE ARAUJO FILHO";"DIRETOR ADMINISTRATIVO E ";;"2023-09-04";"2024-01-08";"AUSÊNCIA DE SOLICITAÇÃO DE REGISTRO DE PRODUTO"
"006084";"87883807000106";"MBM SEGURADORA S/A";;"Seguradora";"RUA DOS ANDRADAS";"772/780";"8º ANDAR";"CENTRO";"Porto Alegre";"RS";"90020004";"51";"2218474";;;;;;"1998-12-16";"2001-04-20";"Pedido de cancelamento"
"408344";"03375265000162";"MCA DO BRASIL S.A.";"MCA DO BRASIL";"Medicina de Grupo";"Rua Carneiro Lobo ";"468";;"BATEL";"Curitiba";"PR";"80240240";"41";"3439000";"2428044";"informação@mcasaude.com.br";"MARINICE FIORENZA VIEIRA";"DIRETORA DE REDE MÉDICA";;"1999-09-16";"2007-11-28";"Descumprimento da RN n.º 100/2005"
"407461";"01272751000120";"MCR CUNHA COMERCIALIZAÇÃO DE PLANOS MÉDICOS ME";"MC DENTAL - PLANOS DE SAÚDE ORAL";"Medicina de Grupo";"LARGO NOVE DE ABRIL";"26";"SALA 407";"VILA SANTA CECÍLIA";"Volta Redonda";"RJ";"27200000";"24";"3427783";"3483795";;"ANTONIO MARINHO FONTES CUNHA";"XXXXXX";;"1999-08-23";"2005-01-04";"Pedido de cancelamento"
"372072";"61968970000170";"MECA LTDA MEDICINA E CIRURGIA ASSISTENCIAL";"MECA SAUDE";"Medicina de Grupo";"RUA SUECIA";"17 CJ 75";;"JARDIM SÃO LUIZ";"Santana de Parnaíba";"SP";"06500970";"11";"8226011";"8280508";;" JORGE WEXLER";"SÓCIO-GERENTE";;"1998-12-17";"2001-10-04";"Pedido de cancelamento"
"356298";"01991178000104";"MED CARD SAUDE LTDA";"MED CARD";"Medicina de Grupo";"RUA AZEVEDO MACEDO";"132";;"VILA MARIANA";"São Paulo";"SP";"04013060";"21";"38051088";;"representanteans@amil.com.br";"ALEXANDRE GINO CAMARGO ZORNIG";"REPRESENTANTE LEGAL";4;"1998-12-21";"2008-01-16";"Por incorporação"
"415511";"03079189000148";"MED CONSULT LTDA.";"MED CONSULT";"Medicina de Grupo";"RUA COSTA GOMES";"183";;"MADALENA";"Recife";"PE";"50710510";"81";"33270333";;"medconsultt@ig.com.br";"LUIZ AUGUSTO MACHADO COSTA TABOAS";"ADMINISTRADOR";6;"2006-03-30";"2013-01-23";"Descumprimento de disposição legal"
